timestamp,src_ip,request,violation,response_code,bytes_sent,bytes_received,request_rate,bot_signature,severity,user_agent,ip_reputation,label
2024-02-12T12:19:48Z,192.168.1.193,/api/resource?id=643,None,200,1131,1321,1844,Unknown,Low,Mozilla/5.0,Good,0
2024-02-20T12:53:24Z,192.168.1.169,/api/resource?id=192,None,200,4973,2807,1229,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-12T12:56:54Z,192.168.1.184,/api/resource?id=575,None,200,4764,2249,759,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-6T12:33:25Z,192.168.1.162,/api/resource?id=680,None,200,4331,2736,1049,Unknown,Low,SQLMap,Good,0
2024-02-13T12:21:16Z,192.168.1.68,/api/attack?id=296,SQL Injection,403,3243,1058,1881,Unknown,Medium,PostmanRuntime,Malicious,1
2024-02-22T12:43:52Z,192.168.1.21,/api/resource?id=402,None,200,3457,2524,788,Unknown,Low,curl/7.68.0,Good,0
2024-02-4T12:32:44Z,192.168.1.215,/api/attack?id=547,XSS,403,2389,970,1600,Known Malicious,Medium,Mozilla/5.0,Suspicious,1
2024-02-14T12:36:41Z,192.168.1.237,/api/attack?id=522,DDoS,503,9738,434,8317,Known Malicious,Medium,Mozilla/5.0,Suspicious,1
2024-02-5T12:12:40Z,192.168.1.193,/api/resource?id=114,None,200,2963,605,923,Unknown,Low,SQLMap,Good,0
2024-02-13T12:30:21Z,192.168.1.90,/api/resource?id=192,None,200,885,2827,1815,Unknown,Low,SQLMap,Good,0
2024-02-3T12:25:16Z,192.168.1.55,/api/resource?id=647,None,200,3278,2573,1326,Unknown,Low,PostmanRuntime,Good,0
2024-02-27T12:31:43Z,192.168.1.247,/api/attack?id=648,Brute Force,401,4742,319,3189,Unknown,High,curl/7.68.0,Suspicious,1
2024-02-9T12:14:42Z,192.168.1.40,/api/attack?id=432,Credential Stuffing,401,5672,952,2908,Unknown,Medium,Nmap Scripting Engine,Suspicious,1
2024-02-20T12:18:51Z,192.168.1.101,/api/resource?id=363,None,200,1583,2573,253,Unknown,Low,curl/7.68.0,Good,0
2024-02-24T12:42:36Z,192.168.1.171,/api/resource?id=327,None,200,568,1833,1834,Unknown,Low,PostmanRuntime,Good,0
2024-02-9T12:46:36Z,192.168.1.161,/api/attack?id=976,XSS,403,1792,846,809,Known Malicious,Medium,SQLMap,Suspicious,1
2024-02-3T12:41:55Z,192.168.1.92,/api/resource?id=130,None,200,3812,2874,475,Unknown,Low,Mozilla/5.0,Good,0
2024-02-5T12:47:17Z,192.168.1.234,/api/resource?id=417,None,200,4996,1301,681,Unknown,Low,Mozilla/5.0,Good,0
2024-02-26T12:52:53Z,192.168.1.31,/api/attack?id=407,XSS,403,2134,868,1294,Unknown,High,Nmap Scripting Engine,Malicious,1
2024-02-9T12:37:17Z,192.168.1.219,/api/resource?id=966,None,200,2052,2334,1725,Unknown,Low,PostmanRuntime,Good,0
2024-02-8T12:40:31Z,192.168.1.151,/api/attack?id=664,XSS,403,2014,889,1446,Known Malicious,High,Mozilla/5.0,Malicious,1
2024-02-16T12:10:50Z,192.168.1.235,/api/resource?id=671,None,200,1862,2213,190,Unknown,Low,Mozilla/5.0,Good,0
2024-02-23T12:50:56Z,192.168.1.246,/api/attack?id=560,XSS,403,2498,867,1362,Known Malicious,Medium,PostmanRuntime,Malicious,1
2024-02-21T12:44:34Z,192.168.1.145,/api/resource?id=469,None,200,3265,1660,1258,Unknown,Low,Mozilla/5.0,Good,0
2024-02-6T12:28:41Z,192.168.1.139,/api/resource?id=652,None,200,3329,2558,603,Unknown,Low,curl/7.68.0,Good,0
2024-02-22T12:19:50Z,192.168.1.23,/api/resource?id=626,None,200,1611,1747,518,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-10T12:23:48Z,192.168.1.224,/api/resource?id=260,None,200,2011,1312,1591,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-1T12:33:58Z,192.168.1.129,/api/resource?id=826,None,200,1482,2399,1033,Unknown,Low,Mozilla/5.0,Good,0
2024-02-4T12:21:43Z,192.168.1.48,/api/attack?id=617,XSS,403,2440,601,1053,Known Malicious,Medium,Nmap Scripting Engine,Malicious,1
2024-02-22T12:47:58Z,192.168.1.81,/api/attack?id=460,Brute Force,401,5060,539,2585,Known Malicious,Medium,Nmap Scripting Engine,Suspicious,1
2024-02-23T12:18:50Z,192.168.1.88,/api/attack?id=574,DDoS,503,10462,564,7598,Known Malicious,Medium,Nmap Scripting Engine,Suspicious,1
2024-02-23T12:40:42Z,192.168.1.117,/api/attack?id=409,XSS,403,1890,988,1590,Unknown,Medium,PostmanRuntime,Malicious,1
2024-02-22T12:19:44Z,192.168.1.164,/api/resource?id=489,None,200,4653,2167,1731,Unknown,Low,PostmanRuntime,Good,0
2024-02-21T12:40:57Z,192.168.1.210,/api/resource?id=114,None,200,4607,1164,620,Unknown,Low,curl/7.68.0,Good,0
2024-02-21T12:23:25Z,192.168.1.139,/api/attack?id=940,Brute Force,401,4765,600,3161,Known Malicious,Medium,PostmanRuntime,Suspicious,1
2024-02-12T12:12:29Z,192.168.1.93,/api/attack?id=357,XSS,403,2192,761,801,Known Malicious,High,SQLMap,Suspicious,1
2024-02-4T12:43:37Z,192.168.1.41,/api/attack?id=880,SQL Injection,403,3136,1118,1346,Known Malicious,Medium,SQLMap,Suspicious,1
2024-02-1T12:57:54Z,192.168.1.21,/api/attack?id=961,Brute Force,401,5065,387,2944,Unknown,High,SQLMap,Suspicious,1
2024-02-10T12:22:21Z,192.168.1.69,/api/resource?id=144,None,200,3230,710,1732,Unknown,Low,curl/7.68.0,Good,0
2024-02-20T12:19:58Z,192.168.1.249,/api/resource?id=279,None,200,2140,2669,398,Unknown,Low,SQLMap,Good,0
2024-02-7T12:57:56Z,192.168.1.169,/api/resource?id=397,None,200,4194,1067,1150,Unknown,Low,SQLMap,Good,0
2024-02-20T12:23:20Z,192.168.1.55,/api/attack?id=212,DDoS,503,9617,410,7508,Unknown,Medium,Mozilla/5.0,Malicious,1
2024-02-13T12:34:23Z,192.168.1.226,/api/attack?id=443,Credential Stuffing,401,6035,836,2379,Known Malicious,High,SQLMap,Malicious,1
2024-02-9T12:49:30Z,192.168.1.170,/api/resource?id=188,None,200,766,2299,846,Unknown,Low,Mozilla/5.0,Good,0
2024-02-20T12:30:26Z,192.168.1.159,/api/attack?id=600,Brute Force,401,4860,345,2540,Known Malicious,Medium,Mozilla/5.0,Malicious,1
2024-02-2T12:20:32Z,192.168.1.47,/api/resource?id=492,None,200,3738,2045,745,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-25T12:24:23Z,192.168.1.253,/api/resource?id=841,None,200,4895,1699,1554,Unknown,Low,curl/7.68.0,Good,0
2024-02-6T12:15:51Z,192.168.1.23,/api/attack?id=625,Credential Stuffing,401,5842,858,2412,Unknown,Medium,PostmanRuntime,Malicious,1
2024-02-17T12:26:24Z,192.168.1.121,/api/attack?id=288,Brute Force,401,5020,495,3195,Known Malicious,Medium,Mozilla/5.0,Suspicious,1
2024-02-25T12:40:48Z,192.168.1.216,/api/resource?id=215,None,200,2363,553,696,Unknown,Low,SQLMap,Good,0
2024-02-12T12:31:30Z,192.168.1.97,/api/attack?id=750,XSS,403,2469,858,1635,Known Malicious,High,Mozilla/5.0,Suspicious,1
2024-02-11T12:54:45Z,192.168.1.59,/api/resource?id=293,None,200,3782,1546,387,Unknown,Low,Mozilla/5.0,Good,0
2024-02-1T12:17:20Z,192.168.1.78,/api/attack?id=935,Credential Stuffing,401,5819,957,2745,Known Malicious,Medium,Mozilla/5.0,Suspicious,1
2024-02-26T12:30:45Z,192.168.1.217,/api/resource?id=449,None,200,1224,1369,1082,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-17T12:42:54Z,192.168.1.230,/api/attack?id=495,DDoS,503,9582,467,8440,Unknown,High,Mozilla/5.0,Malicious,1
2024-02-9T12:16:30Z,192.168.1.154,/api/resource?id=447,None,200,2297,1383,881,Unknown,Low,Mozilla/5.0,Good,0
2024-02-20T12:38:47Z,192.168.1.74,/api/attack?id=167,Credential Stuffing,401,6070,966,2775,Known Malicious,High,curl/7.68.0,Malicious,1
2024-02-9T12:21:51Z,192.168.1.40,/api/attack?id=127,DDoS,503,10101,571,7788,Unknown,High,Mozilla/5.0,Malicious,1
2024-02-10T12:32:22Z,192.168.1.129,/api/resource?id=122,None,200,2618,2379,1330,Unknown,Low,Mozilla/5.0,Good,0
2024-02-17T12:11:52Z,192.168.1.248,/api/resource?id=226,None,200,1074,1924,593,Unknown,Low,SQLMap,Good,0
2024-02-24T12:36:11Z,192.168.1.13,/api/resource?id=677,None,200,4573,1698,1705,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-18T12:48:40Z,192.168.1.23,/api/attack?id=551,DDoS,503,9822,555,8158,Unknown,Medium,Mozilla/5.0,Suspicious,1
2024-02-10T12:38:21Z,192.168.1.67,/api/attack?id=503,DDoS,503,10259,604,7912,Unknown,Medium,curl/7.68.0,Malicious,1
2024-02-22T12:35:21Z,192.168.1.112,/api/resource?id=133,None,200,3791,696,1148,Unknown,Low,PostmanRuntime,Good,0
2024-02-16T12:47:17Z,192.168.1.187,/api/resource?id=548,None,200,2087,2391,1485,Unknown,Low,curl/7.68.0,Good,0
2024-02-28T12:47:52Z,192.168.1.60,/api/resource?id=791,None,200,4459,2657,1513,Unknown,Low,SQLMap,Good,0
2024-02-5T12:33:21Z,192.168.1.13,/api/resource?id=366,None,200,4187,1079,1475,Unknown,Low,Mozilla/5.0,Good,0
2024-02-11T12:41:52Z,192.168.1.118,/api/attack?id=385,DDoS,503,10033,476,7768,Unknown,High,PostmanRuntime,Suspicious,1
2024-02-22T12:15:22Z,192.168.1.173,/api/attack?id=974,Brute Force,401,4930,411,3434,Unknown,Medium,PostmanRuntime,Suspicious,1
2024-02-26T12:59:52Z,192.168.1.253,/api/attack?id=602,Credential Stuffing,401,5702,954,2038,Known Malicious,Medium,curl/7.68.0,Suspicious,1
2024-02-22T12:56:58Z,192.168.1.62,/api/resource?id=562,None,200,3717,588,1580,Unknown,Low,PostmanRuntime,Good,0
2024-02-27T12:42:30Z,192.168.1.159,/api/attack?id=720,SQL Injection,403,3424,960,1189,Known Malicious,High,Nmap Scripting Engine,Suspicious,1
2024-02-25T12:33:31Z,192.168.1.101,/api/resource?id=656,None,200,4839,1514,1739,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-14T12:54:58Z,192.168.1.86,/api/resource?id=821,None,200,812,1242,446,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-20T12:20:34Z,192.168.1.210,/api/resource?id=276,None,200,2707,2185,927,Unknown,Low,Mozilla/5.0,Good,0
2024-02-3T12:18:44Z,192.168.1.37,/api/attack?id=920,Credential Stuffing,401,6001,1086,2441,Known Malicious,Medium,curl/7.68.0,Malicious,1
2024-02-9T12:21:43Z,192.168.1.214,/api/attack?id=603,Credential Stuffing,401,6316,956,2960,Unknown,High,PostmanRuntime,Suspicious,1
2024-02-1T12:27:34Z,192.168.1.13,/api/attack?id=966,SQL Injection,403,2939,832,1056,Unknown,Medium,curl/7.68.0,Malicious,1
2024-02-11T12:37:34Z,192.168.1.61,/api/resource?id=600,None,200,3094,2338,1899,Unknown,Low,curl/7.68.0,Good,0
2024-02-25T12:10:15Z,192.168.1.22,/api/attack?id=758,Credential Stuffing,401,5761,985,2350,Unknown,High,SQLMap,Suspicious,1
2024-02-26T12:19:10Z,192.168.1.183,/api/attack?id=783,DDoS,503,9636,399,7769,Unknown,High,SQLMap,Malicious,1
2024-02-15T12:50:37Z,192.168.1.5,/api/attack?id=732,DDoS,503,10106,559,7734,Unknown,High,Mozilla/5.0,Suspicious,1
2024-02-3T12:52:15Z,192.168.1.143,/api/resource?id=861,None,200,2760,1128,1383,Unknown,Low,PostmanRuntime,Good,0
2024-02-23T12:39:32Z,192.168.1.77,/api/attack?id=861,Brute Force,401,4557,300,2903,Known Malicious,High,SQLMap,Suspicious,1
2024-02-1T12:58:54Z,192.168.1.162,/api/attack?id=429,DDoS,503,9852,464,7882,Known Malicious,High,Mozilla/5.0,Malicious,1
2024-02-3T12:35:32Z,192.168.1.17,/api/resource?id=711,None,200,3138,2507,1749,Unknown,Low,PostmanRuntime,Good,0
2024-02-12T12:32:27Z,192.168.1.246,/api/resource?id=652,None,200,1973,2444,282,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-27T12:38:38Z,192.168.1.91,/api/attack?id=720,Brute Force,401,4832,511,2718,Known Malicious,Medium,Nmap Scripting Engine,Malicious,1
2024-02-8T12:13:17Z,192.168.1.222,/api/attack?id=736,Brute Force,401,4852,408,3297,Unknown,High,Mozilla/5.0,Suspicious,1
2024-02-28T12:19:14Z,192.168.1.62,/api/attack?id=746,XSS,403,1802,672,1340,Known Malicious,High,Mozilla/5.0,Malicious,1
2024-02-10T12:26:11Z,192.168.1.227,/api/resource?id=772,None,200,2759,1290,1903,Unknown,Low,Mozilla/5.0,Good,0
2024-02-6T12:34:22Z,192.168.1.151,/api/resource?id=116,None,200,2775,1103,500,Unknown,Low,SQLMap,Good,0
2024-02-12T12:34:37Z,192.168.1.12,/api/resource?id=960,None,200,4378,1649,1199,Unknown,Low,SQLMap,Good,0
2024-02-1T12:45:36Z,192.168.1.2,/api/attack?id=315,Credential Stuffing,401,5948,940,2327,Unknown,Medium,Nmap Scripting Engine,Suspicious,1
2024-02-3T12:34:25Z,192.168.1.236,/api/resource?id=765,None,200,763,1468,200,Unknown,Low,SQLMap,Good,0
2024-02-20T12:19:37Z,192.168.1.92,/api/attack?id=506,DDoS,503,9634,314,7694,Unknown,Medium,curl/7.68.0,Suspicious,1
2024-02-24T12:40:47Z,192.168.1.19,/api/attack?id=157,SQL Injection,403,3123,1146,1693,Known Malicious,High,SQLMap,Malicious,1
2024-02-19T12:23:58Z,192.168.1.234,/api/attack?id=474,SQL Injection,403,3308,1039,1048,Known Malicious,High,Nmap Scripting Engine,Suspicious,1
2024-02-19T12:58:18Z,192.168.1.132,/api/resource?id=872,None,200,2375,2279,1713,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-2T12:12:33Z,192.168.1.203,/api/resource?id=808,None,200,4059,1220,652,Unknown,Low,SQLMap,Good,0
2024-02-21T12:24:31Z,192.168.1.189,/api/resource?id=840,None,200,2997,1573,1740,Unknown,Low,curl/7.68.0,Good,0
2024-02-2T12:59:31Z,192.168.1.176,/api/resource?id=195,None,200,2871,2452,383,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-26T12:50:25Z,192.168.1.47,/api/attack?id=189,Brute Force,401,4933,331,3067,Unknown,Medium,SQLMap,Malicious,1
2024-02-4T12:19:55Z,192.168.1.88,/api/resource?id=162,None,200,1866,1091,847,Unknown,Low,curl/7.68.0,Good,0
2024-02-23T12:49:44Z,192.168.1.208,/api/attack?id=878,DDoS,503,10250,482,7594,Unknown,High,Mozilla/5.0,Malicious,1
2024-02-23T12:20:22Z,192.168.1.141,/api/attack?id=836,SQL Injection,403,2640,1181,1349,Unknown,High,curl/7.68.0,Suspicious,1
2024-02-5T12:50:54Z,192.168.1.164,/api/attack?id=587,DDoS,503,10403,461,7766,Known Malicious,High,curl/7.68.0,Suspicious,1
2024-02-12T12:28:36Z,192.168.1.37,/api/attack?id=809,SQL Injection,403,2783,1144,1000,Known Malicious,Medium,Nmap Scripting Engine,Malicious,1
2024-02-16T12:45:46Z,192.168.1.201,/api/attack?id=510,Credential Stuffing,401,5763,1099,2025,Known Malicious,High,PostmanRuntime,Malicious,1
2024-02-26T12:37:33Z,192.168.1.97,/api/attack?id=265,SQL Injection,403,3168,810,1776,Known Malicious,Medium,Nmap Scripting Engine,Malicious,1
2024-02-17T12:54:18Z,192.168.1.75,/api/attack?id=505,SQL Injection,403,2561,807,1318,Known Malicious,High,curl/7.68.0,Malicious,1
2024-02-6T12:11:41Z,192.168.1.75,/api/attack?id=960,XSS,403,2449,642,1664,Known Malicious,High,Nmap Scripting Engine,Suspicious,1
2024-02-12T12:53:41Z,192.168.1.34,/api/attack?id=167,Credential Stuffing,401,6042,988,2249,Unknown,Medium,Mozilla/5.0,Malicious,1
2024-02-28T12:18:46Z,192.168.1.34,/api/attack?id=275,SQL Injection,403,3423,1151,1385,Unknown,High,SQLMap,Malicious,1
2024-02-1T12:18:32Z,192.168.1.143,/api/attack?id=199,XSS,403,1862,781,1265,Unknown,Medium,curl/7.68.0,Malicious,1
2024-02-26T12:32:47Z,192.168.1.30,/api/attack?id=534,SQL Injection,403,3063,1034,1768,Unknown,High,curl/7.68.0,Suspicious,1
2024-02-21T12:21:33Z,192.168.1.226,/api/attack?id=169,SQL Injection,403,2604,827,1803,Unknown,Medium,curl/7.68.0,Malicious,1
2024-02-25T12:39:39Z,192.168.1.236,/api/resource?id=934,None,200,4879,2725,856,Unknown,Low,curl/7.68.0,Good,0
2024-02-10T12:23:59Z,192.168.1.30,/api/attack?id=375,SQL Injection,403,2998,836,1364,Known Malicious,High,Mozilla/5.0,Suspicious,1
2024-02-16T12:52:35Z,192.168.1.177,/api/attack?id=686,Credential Stuffing,401,6131,1185,2242,Unknown,Medium,Nmap Scripting Engine,Suspicious,1
2024-02-15T12:37:46Z,192.168.1.205,/api/resource?id=887,None,200,3425,1080,1348,Unknown,Low,SQLMap,Good,0
2024-02-24T12:25:49Z,192.168.1.111,/api/resource?id=120,None,200,4975,1552,903,Unknown,Low,SQLMap,Good,0
2024-02-27T12:39:13Z,192.168.1.106,/api/resource?id=615,None,200,1428,2665,1824,Unknown,Low,PostmanRuntime,Good,0
2024-02-17T12:19:20Z,192.168.1.202,/api/resource?id=954,None,200,1254,2684,485,Unknown,Low,Mozilla/5.0,Good,0
2024-02-9T12:22:10Z,192.168.1.221,/api/attack?id=692,SQL Injection,403,3364,887,1671,Known Malicious,High,Mozilla/5.0,Suspicious,1
2024-02-9T12:36:30Z,192.168.1.121,/api/attack?id=827,DDoS,503,10114,655,8456,Unknown,High,Nmap Scripting Engine,Suspicious,1
2024-02-18T12:16:51Z,192.168.1.119,/api/attack?id=980,SQL Injection,403,3240,1071,1936,Unknown,High,PostmanRuntime,Malicious,1
2024-02-3T12:12:46Z,192.168.1.73,/api/resource?id=508,None,200,1682,532,842,Unknown,Low,curl/7.68.0,Good,0
2024-02-12T12:43:59Z,192.168.1.165,/api/resource?id=604,None,200,2544,859,634,Unknown,Low,SQLMap,Good,0
2024-02-27T12:53:23Z,192.168.1.15,/api/resource?id=605,None,200,1103,2877,1898,Unknown,Low,SQLMap,Good,0
2024-02-16T12:34:33Z,192.168.1.9,/api/attack?id=873,Brute Force,401,4999,642,2873,Known Malicious,Medium,Nmap Scripting Engine,Suspicious,1
2024-02-9T12:12:40Z,192.168.1.82,/api/attack?id=799,Brute Force,401,5263,366,3027,Unknown,Medium,Nmap Scripting Engine,Malicious,1
2024-02-19T12:11:52Z,192.168.1.95,/api/attack?id=348,SQL Injection,403,2848,1067,1924,Known Malicious,High,SQLMap,Malicious,1
2024-02-22T12:20:49Z,192.168.1.244,/api/attack?id=537,Credential Stuffing,401,5832,1011,2544,Unknown,Medium,curl/7.68.0,Suspicious,1
2024-02-23T12:41:39Z,192.168.1.19,/api/resource?id=323,None,200,2863,2472,691,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-16T12:29:57Z,192.168.1.183,/api/resource?id=605,None,200,2149,1435,1949,Unknown,Low,PostmanRuntime,Good,0
2024-02-10T12:18:30Z,192.168.1.250,/api/resource?id=344,None,200,1993,856,394,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-5T12:25:39Z,192.168.1.133,/api/attack?id=668,XSS,403,1992,723,1254,Known Malicious,High,Mozilla/5.0,Suspicious,1
2024-02-22T12:47:41Z,192.168.1.108,/api/resource?id=932,None,200,2396,950,1203,Unknown,Low,SQLMap,Good,0
2024-02-8T12:15:12Z,192.168.1.201,/api/resource?id=234,None,200,2875,2907,1139,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-20T12:57:13Z,192.168.1.119,/api/resource?id=592,None,200,1722,2013,1519,Unknown,Low,PostmanRuntime,Good,0
2024-02-19T12:34:58Z,192.168.1.102,/api/resource?id=886,None,200,4778,1328,259,Unknown,Low,PostmanRuntime,Good,0
2024-02-4T12:37:57Z,192.168.1.100,/api/attack?id=422,XSS,403,1797,782,1021,Unknown,Medium,Nmap Scripting Engine,Suspicious,1
2024-02-2T12:20:45Z,192.168.1.209,/api/attack?id=595,Brute Force,401,4808,491,2885,Known Malicious,High,PostmanRuntime,Malicious,1
2024-02-24T12:20:50Z,192.168.1.237,/api/resource?id=777,None,200,1060,577,688,Unknown,Low,PostmanRuntime,Good,0
2024-02-10T12:34:53Z,192.168.1.150,/api/attack?id=692,SQL Injection,403,2503,818,1673,Known Malicious,Medium,SQLMap,Suspicious,1
2024-02-21T12:34:26Z,192.168.1.208,/api/resource?id=143,None,200,2156,1945,404,Unknown,Low,curl/7.68.0,Good,0
2024-02-28T12:42:16Z,192.168.1.75,/api/resource?id=557,None,200,3315,1768,1796,Unknown,Low,Mozilla/5.0,Good,0
2024-02-19T12:37:35Z,192.168.1.210,/api/resource?id=562,None,200,4664,822,1615,Unknown,Low,curl/7.68.0,Good,0
2024-02-9T12:18:55Z,192.168.1.252,/api/attack?id=324,SQL Injection,403,3382,1034,1795,Known Malicious,High,Mozilla/5.0,Suspicious,1
2024-02-3T12:35:26Z,192.168.1.121,/api/resource?id=451,None,200,4460,1702,205,Unknown,Low,Mozilla/5.0,Good,0
2024-02-9T12:29:31Z,192.168.1.28,/api/resource?id=278,None,200,1718,879,1183,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-11T12:25:34Z,192.168.1.64,/api/resource?id=417,None,200,2130,1417,1902,Unknown,Low,curl/7.68.0,Good,0
2024-02-19T12:24:15Z,192.168.1.122,/api/attack?id=280,Credential Stuffing,401,6228,922,2784,Known Malicious,Medium,Nmap Scripting Engine,Suspicious,1
2024-02-22T12:49:11Z,192.168.1.62,/api/attack?id=733,XSS,403,2213,779,1699,Unknown,High,PostmanRuntime,Malicious,1
2024-02-13T12:28:41Z,192.168.1.47,/api/resource?id=954,None,200,4504,1991,1074,Unknown,Low,SQLMap,Good,0
2024-02-12T12:21:55Z,192.168.1.134,/api/resource?id=472,None,200,3188,2129,1669,Unknown,Low,Nmap Scripting Engine,Good,0
